MESTNA OBČINA PTUJ,Štefan Čelan,Iztok Uhan in skupina volivcev
MESTNA OBČINA PTUJ,Robert Križanič,Volilni štab MO STRANKA MLADIH - ZELENI EVROPE
MESTNA OBČINA PTUJ,Gorazd Orešek,Miran Senčar in skupina volivcev
MESTNA OBČINA PTUJ,Rajko Fajt,"Slovenska demokratska stranka - SDS, Konferenca Mestnega odbora Ptuj"
MESTNA OBČINA PTUJ,Dejan Dokl,Zbor članov stranke SMC Občine Ptuj
MESTNA OBČINA PTUJ,Andrej Čuš,Andrej Čuš in skupina volivcev
MESTNA OBČINA SLOVENJ GRADEC,Andrej Čas,BOŠTJAN RIGELNIK IN SKUPINA VOLIVCEV
MESTNA OBČINA SLOVENJ GRADEC,Darko Hlupič,SNS - SLOVENSKA NACIONALNA STRANKA
MESTNA OBČINA SLOVENJ GRADEC,Tilen Klugler,METKA ČERNJAK IN SKUPINA VOLIVCEV
MESTNA OBČINA SLOVENJ GRADEC,Andrej Breznik,TADEJA BRAJNIK IN SKUPINA VOLIVCEV
MESTNA OBČINA VELENJE,Bojan Kontič,"SOCIALNI DEMOKRATI - SD, Občinska organizacija Velenje - KONVENCIJA  ter Aleksandra ŽUBER in skupina volivcev"
MESTNA OBČINA VELENJE,Matej Jenko,ZBOR ČLANOV MO DOBRA DRŽAVA VELENJE
MESTNA OBČINA VELENJE,Mihael Letonje,IO MO SLS VELENJE
MESTNA OBČINA VELENJE,Breda Kolar,"STRANKA MODERNEGA CENTRA - SMC, Lokalni odbor Šaleške doline"
MESTNA OBČINA VELENJE,Jože Hribar,STRANKA NAŠE VELENJE
MESTNA OBČINA VELENJE,Suzana Kavaš,"SLOVENSKA DEMOKRATSKA STRANKA - SDS, KONFERENCA MESTNEGA/OBČINSKEGA ODBORA VELENJE"
OBČINA AJDOVŠČINA,Tadej Beočanin,VOLILNA KONVENCIJA OO SD AJDOVŠČINA
OBČINA AJDOVŠČINA,Miha Kapelj,"SLOVENSKA DEMOKRATSKA STRANKA - SDS, KONFERENCA OBČINSKEGA ODBORA AJDOVŠČINA"
OBČINA AJDOVŠČINA,Marjan Poljšak,OBČINSKI VOLILNI ZBOR ČLANOV NSD
OBČINA APAČE,Andrej Ritlop,PETER BERNARD IN SKUPINA VOLIVCEV
OBČINA APAČE,Zlatko Grilanc,DARKO KEGL IN SKUPINA VOLIVCEV
OBČINA APAČE,Renato Flisar,SD - SOCIALNI DEMOKRATI
OBČINA APAČE,Zvonko Bevk,ALEKSANDER BEVK IN SKUPINA VOLIVCEV
OBČINA APAČE,Andrej Steyer,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA APAČE,Silva Vračko,DESUS - DESUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE
OBČINA ANKARAN,Zoran Pavić,SZV - SLOVENIJA ZA VEDNO
OBČINA ANKARAN,Ivan Klun,Jadran Pišot in skupina volivcev
OBČINA ANKARAN,Gregor Strmčnik,Darij Dujmovič in skupina volivcev
OBČINA BELTINCI,Marko Virag,Tadej Apatič in skupina volivcev
OBČINA BELTINCI,Milan Kerman,Gabrijela Kerman in skupina volivcev
OBČINA BENEDIKT,Anton Mlasko,ROMAN SENEKOVIČ IN SKUPINA VOLIVCEV
OBČINA BENEDIKT,Avgust Zavernik,DUŠAN JANŽEKOVIČ IN SKUPINA VOLIVCEV
OBČINA BENEDIKT,Milan Repič,OO SLS BENEDIKT
OBČINA BISTRICA OB SOTLI,Petra Misja Zorko,METODA RAINER IN SKUPINA VOLIVCEV
OBČINA BISTRICA OB SOTLI,Franjo Debelak,DUŠAN BERKOVIČ IN SKUPINA VOLIVCEV
OBČINA BLED,Janez Fajfar,ANŽE LOGAR IN SKUPINA VOLIVCEV
OBČINA BLOKE,Jože Doles,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA BLOKE,Jože Lavrič Cascio,JOŽEF MULC IN SKUPINA VOLIVCEV
OBČINA BOHINJ,Jože Sodja,Mitja Bajrič in skupina volivcev
OBČINA BOHINJ,Janez Režek,Vilko Gorenc in skupina volivcev
OBČINA BOHINJ,Emil Šubelj,DESUS - DESUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE
OBČINA BOHINJ,Bojan Traven,Maruša Krkoč in skupina volivcev
OBČINA BOROVNICA,Matjaž Ocepek,SD - SOCIALNI DEMOKRATI
OBČINA BOROVNICA,Marko Kupljen,LEVICA
OBČINA BOROVNICA,Bojan Čebela,ULA ČEBELA IN SKUPINA VOLIVCEV
OBČINA BOROVNICA,Igor Trček,BOŠTJAN HRIBAR IN SKUPINA VOLIVCEV
OBČINA BOVEC,Valter Mlekuž,SD - SOCIALNI DEMOKRATI
OBČINA BOVEC,Siniša Germovšek,Milan Jojić in skupina volivcev
OBČINA BRASLOVČE,Branimir Strojanšek,VOLILNA KONVENCIJA OBČINSKE ORGANIZACIJE SOCIALNIH DEMOKRATOV BRASLOVČE
OBČINA BRASLOVČE,Slavko Šketa,ZBOR ČLANOV SMC BRASLOVČE
OBČINA BRASLOVČE,Janez Štusej,VINKO DRČA IN SKUPINA VOLIVCEV
OBČINA BRASLOVČE,Tomaž Žohar,TOMAŽ ŽOHAR IN SKUPINA VOLIVCEV
OBČINA BRDA,Franc Mužič,ERNEST ŽNIDARČIČ
OBČINA BRDA,Teja Jelina,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA BREZOVICA,Metod Ropret,KUŠAR ALEŠ in skupina volivcev
OBČINA BREŽICE,Ivan Molan,DRAŽEN LEVOJEVIĆ IN SKUPINA VOLIVCEV
OBČINA BREŽICE,Matija Kolarič,SD - SOCIALNI DEMOKRATI
OBČINA BREŽICE,Igor Zorčič,SMC - STRANKA MODERNEGA CENTRA
OBČINA BREŽICE,Andrej Gerjevič,LISTA SONCE
OBČINA BREŽICE,Peter Dirnbek,LEVICA
OBČINA CANKOVA,Valentin Trajbar,Janko Durič in skupina volivcev
OBČINA CANKOVA,Angela Vratuša,Štefan Šipoš in skupina volivcev
OBČINA CANKOVA,Drago Vogrinčič,Stanislav Wolf in skupina volivcev
OBČINA CANKOVA,Danilo Kacijan,Darko Kerec in skupina volivcev
OBČINA CERKLJE NA GORENJSKEM,Franc Čebulj,Iztok Čebulj in skupina volivcev
OBČINA CERKLJE NA GORENJSKEM,Luka Štumbereger,Boris Rezar in skupina volivcev
OBČINA CERKNICA,Luka Kočevar,NANO - NAŠA NOTRANJSKA
OBČINA CERKNICA,Bogdan Zevnik,EDVARD VIČIČ IN SKUPINA VOLIVCEV
OBČINA CERKNICA,Marko Rupar,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA CERKNO,Stanko Močnik,Danilo Sedej in skupina volivcev
OBČINA CERKNO,Gašper Uršič,Domen Uršič in skupina volivcev
OBČINA CERKNO,Jurij Kavčič,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA CERKVENJAK,Marjan Žmavc,Damjan Žmavc in skupina volivcev
OBČINA CIRKULANE,Janez Jurgec,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA CIRKULANE,Antonija Žumbar,JELKA PAJNKIHER IN SKUPINA VOLIVCEV
OBČINA ČRENŠOVCI,Vera Markoja,"Štefan Ftičar in skupina volivcev ""Glas ljudstva - neodvisna lista"""
OBČINA ČRENŠOVCI,Anton Törnar,"Volilni zbor članstva OO SLS Črenšovci, SLS - SLOVENSKA LJUDSKA STRANKA"
OBČINA ČRNA NA KOROŠKEM,Romana Lesjak,RAJKO LESJAK IN SKUPINA VOLIVCEV
OBČINA ČRNA NA KOROŠKEM,Igor Prodnik,NSI - NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI
OBČINA ČRNOMELJ,Andrej Kavšek,Vladimir Radovič in skupina volivcev
OBČINA ČRNOMELJ,Mojca Čemas Stjepanovič,DeSUS Demokratična stranka upokojencev Slovenije OO Črnomelj in Socialni demokrati OO Črnomelj
OBČINA ČRNOMELJ,Maja Kocjan,"Slovenska demokratska stranka - SDS, konferenca mestnega/občinskega odbora"
OBČINA ČRNOMELJ,Vesna Fabjan,Lista Marjana Šarca
OBČINA DESTRNIK,Branko Horvat,Majda Kunčnik in skupina volivcev - LISTA ZA URBAN
OBČINA DESTRNIK,Vladimir Vindiš,Martin Vindiš in skupina volivcev - ŽUPANOVA LISTA-VLADIMIR VINDIŠ
OBČINA DESTRNIK,Elizabeta Fras,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA DESTRNIK,Franc Pukšič,Miran Kramberger in skupina volivcev - NAjPREJ DESTRNIK
OBČINA DIVAČA,Anton Može,DD - DOBRA DRŽAVA
OBČINA DIVAČA,Alenka Štrucl Dovgan,NATAŠA HREŠČAK in skupina volivcev
OBČINA DIVAČA,Branka Škrlj,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA DOBJE,Franc Leskovšek,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA DOBREPOLJE,Janez Pavlin,Janez Pavlin in skupina volivcev
OBČINA DOBREPOLJE,Igor Ahačevčič,NSI - NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI
OBČINA DOBRNA,Martin Brecl,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA DOBRNA,Bojan Felicijan,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA DOBRNA,Mateja Kreuh,DESUS - DESUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE
OBČINA DOBROVA-POLHOV GRADEC,Franc Setnikar,Janko Dolinar in skupina volivcev
OBČINA DOBROVA-POLHOV GRADEC,Andreja Grabner,Vinko Kuder in skupina volivcev
OBČINA DOBROVNIK,Marjan Kardinar,Marija Kardinar in skupina volivcev
OBČINA DOL PRI LJUBLJANI,Željko Savič,LISTA SOTOČJE
OBČINA DOL PRI LJUBLJANI,Janez Tekavc,VOJKO MEKŠE IN SKUPINA VOLIVCEV
OBČINA DOLENJSKE TOPLICE,Jože Muhič,Alojz Puhan in skupina volivcev
OBČINA DOLENJSKE TOPLICE,Jure Filipović,"SDS - SLOVENSKA DEMOKRATSKA STRANKA, KONFERENCA OBČINSKEGA ODBORA DOLENJSKE TOPLICE"
OBČINA DOLENJSKE TOPLICE,Franc Vovk,Jernej Ban in skupina volivcev
OBČINA DOMŽALE,Metod Marčun,MAŠA MARČUN IN SKUPINA VOLIVCEV
OBČINA DOMŽALE,Toni Dragar,LTD - TONI DRAGAR - LISTA ZA VSE GENERACIJE
OBČINA DOMŽALE,Alenka Resinovič Reza,LISTA REZA
OBČINA DOMŽALE,Bojan Arh,STRANKA ALENKE BRATUŠEK
OBČINA DORNAVA,Stanislav Ciglar,ZELENI SLOVENIJE
OBČINA DORNAVA,Janko Merc,Jože Brodnjak in skupina volivcev
OBČINA DORNAVA,Franc Šuen,ZL-DSD - ZDRUŽENA LEVICA-DEMOKRATIČNA STRANKA DELA
OBČINA DORNAVA,Rajko Janžekovič,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA DRAVOGRAD,Marijana Cigala,Srečko PODOJSTRŠEK in skupina volilcev
OBČINA DRAVOGRAD,Ervin Kodrun,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA DUPLEK,Stanko Grajfoner,Samanta Cimerman in skupina volivcev
OBČINA DUPLEK,Mitja Horvat,Majda Zajc in skupina volivcev
OBČINA GORENJA VAS-POLJANE,Milan Čadež,KONFERENCA OO SLOVENSKE DEMOKRATSKE STRANKE - SDS GORENJA VAS - POLJANE
OBČINA GORIŠNICA,Jožef Kokot,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA GORIŠNICA,Aleksander Zamuda,SSN - STRANKA SLOVENSKEGA NARODA
OBČINA GORJE,Peter Torkar,Katjuša Torkar in skupina volivcev
OBČINA GORNJA RADGONA,Peter Kralj,NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI
OBČINA GORNJA RADGONA,Mitja Ficko,DOBRA DRŽAVA
OBČINA GORNJA RADGONA,Urška Mauko Tuš,MAKSIMILJAN VAJS IN SKUPINA VOLIVCEV
OBČINA GORNJA RADGONA,Milan Herzog,ZELENI SLOVENIJE
OBČINA GORNJA RADGONA,Dušan Zagorc,SMC - STRANKA MODERNEGA CENTRA
OBČINA GORNJA RADGONA,Ludvik Fekonja,SNS - SLOVENSKA NACIONALNA STRANKA
OBČINA GORNJA RADGONA,Stanko Rojko,ROBERT ŽINKOVIČ IN SKUPINA VOLIVCEV
OBČINA GORNJI GRAD,Jože Rijavec,SNS - SLOVENSKA NACIONALNA STRANKA
OBČINA GORNJI GRAD,Stanko Ogradi,PETER LETONJA IN SKUPINA VOLIVCEV
OBČINA GORNJI GRAD,Robert Remic,VESNA REMIC IN SKUPINA VOLIVCEV
OBČINA GORNJI GRAD,Anton Špeh,ALJAŽ ŠPEH IN SKUPINA VOLIVCEV
OBČINA GORNJI PETROVCI,Jože Balek,Cvetka Berke in skupina volivcev
OBČINA GORNJI PETROVCI,Vladimir Hozjan,Mitja Orešek in skupina volivcev
OBČINA GORNJI PETROVCI,Franc Šlihthuber,Janez Šlihthuber in skupina volivcev
OBČINA GORNJI PETROVCI,Lidija Krpič Časar,SD - SOCIALNI DEMOKRATI
OBČINA GRAD,Marijan Klement,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA GRAD,Cvetka Ficko,"Marjan FICKO ""in skupina volivcev"""
OBČINA GROSUPLJE,Dušan Rus,SMC - STRANKA MODERNEGA CENTRA
OBČINA GROSUPLJE,Peter Verlič,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA HAJDINA,Stanislav Glažar,"Slovenska demokratska stranka, Socialni demokrati, Slovenska ljudska stranka"
OBČINA HOČE-SLIVNICA,Anita Arzenšek,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA HOČE-SLIVNICA,Marko Soršak,Znamo.Zmoremo! Marko Soršak.
OBČINA HODOŠ,Ludvik Orban,RUDOLF BUNDERLA ML.
OBČINA HORJUL,Janko Prebil,NSI - NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI
OBČINA HORJUL,Janko Jazbec,Franc Pišek in skupina volivcev
OBČINA HRASTNIK,Gregor Pajić,"Gregor Pajić in skupina volivcev ""LISTA GREGORJA PAJIĆA"""
OBČINA HRASTNIK,Jani Medvešek,"Vinko Žagar in skupina volivcev ""LISTA ZA NAŠO DOLINO"""
OBČINA HRASTNIK,Vojka Šergan,SMC - STRANKA MODERNEGA CENTRA
OBČINA HRASTNIK,Darko Šrenk,SPS - SOCIALISTIČNA PARTIJA SLOVENIJE
OBČINA HRASTNIK,Božo Majcen,"Božo Majcen in skupina volivcev ""LISTA SREČNO, HRASTNIK"""
OBČINA HRASTNIK,Franc Bokal,ZL-DSD - ZDRUŽENA LEVICA-DEMOKRATIČNA STRANKA DELA
OBČINA HRASTNIK,Marko Funkl,"Sašo Žekar in skupina volivcev ""LISTA NAŠ HRASTNIK"""
OBČINA HRPELJE-KOZINA,Robert Grk,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA HRPELJE-KOZINA,Saša Likavec Svetelšek,SD - SOCIALNI DEMOKRATI
OBČINA IDRIJA,Kristjan Brus,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA IDRIJA,Gašper Ferjan,DP - DAVKOPLAČEVALCI SE NE DAMO VEČ!
OBČINA IDRIJA,Metod Habe,NSI - NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI
OBČINA IDRIJA,Tomaž Vencelj,Jurij Kavčič in skupna volivcev
OBČINA IDRIJA,Miranda Groff Ferjančič,Bojan Sever in skupina volivcev
OBČINA IG,Mirko Merzel,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA IG,Janez Cimperman,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA IG,Zlatko Usenik,Lista Zlatka Usenika za napredek Občine Ig
OBČINA ILIRSKA BISTRICA,Ivan Simčič,Iniciativni odbor Liste Marjana Šarca v Občini Ilirska Bistrica
OBČINA ILIRSKA BISTRICA,Aleš Zidar,Aleš Zidar in skupina volivcev
OBČINA ILIRSKA BISTRICA,Emil Rojc,Občinski odbor socialnih demokratov Ilirska Bistrica
OBČINA ILIRSKA BISTRICA,Robert Šircelj,Slovenska demokratska stranka - SDS
OBČINA IVANČNA GORICA,Dušan Strnad,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA IZOLA,Danilo Markočič,DESUS - DESUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE
OBČINA IZOLA,Igor Crnić,DD - DOBRA DRŽAVA
OBČINA IZOLA,Vojko Ludvik,OLJKA
OBČINA IZOLA,Dario Madžarević,DEAN KLEVA IN SKUPINA VOLIVCEV
OBČINA IZOLA,Aleksej Skok,SD - SOCIALNI DEMOKRATI
OBČINA IZOLA,Mitja Kobal,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA IZOLA,Milan Bogatič,DEAN VATOVEC IN SKUPINA VOLIVCEV
OBČINA IZOLA,Bojan Zadel,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA IZOLA,Evgenij Komljanec,MARIO GASPARINI IN SKUPINA VOLIVCEV
OBČINA IZOLA,Manca Vadnjal,IJN - IZOLA JE NAŠA
OBČINA JESENICE,Alma Rekić,LEVICA
OBČINA JESENICE,Tomaž Tom Mencinger,SD - SOCIALNI DEMOKRATI
OBČINA JESENICE,Gordana Ana Višnar Župančič,DESUS - DESUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE
OBČINA JESENICE,Žarko Štrumbl,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA JESENICE,Miha Rebolj,SMC - STRANKA MODERNEGA CENTRA
OBČINA JESENICE,Blaž Račič,ZORAN RAČIČ IN SKUPINA VOLIVCEV
OBČINA JESENICE,Janko Pirc,LMŠ - LISTA MARJANA ŠARCA
OBČINA JEZERSKO,Andrej Karničar,Izidor Karničar
OBČINA JURŠINCI,Donald Rus,Alojz Rakuša in skupina volivcev
OBČINA JURŠINCI,Alojzij Kaučič,SLS - volilni zbor OO Juršinci
OBČINA KAMNIK,Matjaž Zorman,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA KAMNIK,Igor Žavbi,LMŠ - LISTA MARJANA ŠARCA
OBČINA KAMNIK,Sandi Uršič,ŠEMSO MUJANOVIĆ IN SKUPINA VOLIVCEV
OBČINA KAMNIK,Anton Tone Smolnikar,LTS - LISTA TONETA SMOLNIKARJA
OBČINA KAMNIK,Duško Papež,LDP - LISTA DUŠANA PAPEŽA
OBČINA KAMNIK,Matej Slapar,NSI - NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI
OBČINA KAMNIK,Štefan Virjent,DESUS - DESUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE
OBČINA KANAL,Andrej Maffi,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA KANAL,Bojan Marinič,Slavica Bavdaž in skupina volivcev
OBČINA KANAL,Tina Gerbec,SD - SOCIALNI DEMOKRATI
OBČINA KIDRIČEVO,Danijel Zajc,SD - SOCIALNI DEMOKRATI
OBČINA KIDRIČEVO,Anton Leskovar,SDS - SLOVENSKA DEMOKRATSKA STRANKA
OBČINA KIDRIČEVO,Damjan Medved,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA KOBARID,Marko Matajurc,Maja Manfreda in skupina volivcev
OBČINA KOBARID,Marko Miklavič,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA KOBARID,Robert Kavčič,Ivan Ručna in skupina volivcev
OBČINA KOBILJE,Robert Ščap,SLS - SLOVENSKA LJUDSKA STRANKA
OBČINA KOBILJE,Aleš Lutar,ALEŠ LUTAR IN SKUPINA VOLIVCEV
OBČINA KOČEVJE,Alenka Jelenovič,PREDSEDSTVO OBČINSKEGA ODBORA SNS KOČEVJE
OBČINA KOČEVJE,Vladimir Prebilič,LILIJANA ŠTEFANIČ IN SKUPINA VOLIVCEV
OBČINA KOČEVJE,Luka Bubnjić,"SLOVENSKA DEMOKRATSKA STRANKA-SDS, KONFERENCA OBČINSKEGA ODBORA KOČEVJE"
OBČINA KOČEVJE,Janko Veber,OBČINSKI ODBOR STRANKE SLOGA KOČEVJE
OBČINA KOČEVJE,Lucija Höferle,OBČINSKI ODBOR DESUS KOČEVJE
OBČINA KOMEN,Goran Živec,Anže Žvanut in skupina volivcev
